party,target_a,target_b,n_a,n_b,median_a,median_b,delta_b_minus_a,replicate
LIBERAL,P1,P2,2,2,-0.6962124720588503,-0.6645833280714333,0.03162914398741701,95
LIBERAL,P1,P3,2,2,-0.6962124720588503,-0.6224111360882102,0.07380133597064009,95
LIBERAL,P2,P3,2,2,-0.6645833280714333,-0.6224111360882102,0.042172191983223084,95
PC,P1,P2,8,8,-0.8577414428241232,-0.860306750205008,-0.002565307380884785,95
PC,P1,P3,8,8,-0.8577414428241232,-0.8758744126638519,-0.018132969839728674,95
PC,P2,P3,8,8,-0.860306750205008,-0.8758744126638519,-0.01556766245884389,95
PCS,P2,P3,2,1,-0.8318957645190512,-0.8305306210310105,0.001365143488040732,95
PEV,P1,P2,1,1,-0.9249124804429877,-0.927301539094665,-0.002389058651677267,95
PEV,P1,P3,1,1,-0.9249124804429877,-0.9304869506302356,-0.005574470187247882,95
PEV,P2,P3,1,1,-0.927301539094665,-0.9304869506302356,-0.0031854115355706147,95
PH,P1,P2,3,2,-0.9252432193546029,-0.9405286043716066,-0.015285385017003716,95
PH,P1,P3,3,2,-0.9252432193546029,-0.9662865706008054,-0.04104335124620251,95
PH,P2,P3,2,2,-0.9405286043716066,-0.9662865706008054,-0.025757966229198792,95
PPD,P1,P2,6,7,-0.6360482494838995,-0.643449176469137,-0.0074009269852375326,95
PPD,P1,P3,6,7,-0.6360482494838995,-0.683336454567776,-0.047288205083876544,95
PPD,P2,P3,7,7,-0.643449176469137,-0.683336454567776,-0.03988727809863901,95
PR,P1,P2,6,6,-0.36610544988309546,-0.3186050947224182,0.04750035516067724,95
PR,P1,P3,6,6,-0.36610544988309546,-0.24249086851975907,0.12361458136333639,95
PR,P2,P3,6,6,-0.3186050947224182,-0.24249086851975907,0.07611422620265915,95
PRI,P1,P2,1,1,-0.7395379518641549,-0.7235999199912343,0.015938031872920644,95
PRI,P1,P3,1,1,-0.7395379518641549,-0.7023492108273405,0.037188741036814466,95
PRI,P2,P3,1,1,-0.7235999199912343,-0.7023492108273405,0.02125070916389382,95
PRO,P2,P3,1,1,-0.884001763130861,-0.881309985456145,0.002691777674715956,95
PS,P1,P2,18,18,-0.6593532670896911,-0.6636362323288165,-0.004282965239125414,95
PS,P1,P3,18,18,-0.6593532670896911,-0.6549071900794861,0.004446077010205052,95
PS,P2,P3,18,18,-0.6636362323288165,-0.6549071900794861,0.008729042249330465,95
RD,P1,P2,8,10,-0.7540957209886179,-0.7747978166273624,-0.020702095638744478,95
RD,P1,P3,8,10,-0.7540957209886179,-0.7753534877955232,-0.021257766806905276,95
RD,P2,P3,10,10,-0.7747978166273624,-0.7753534877955232,-0.0005556711681607984,95
RN,P1,P2,34,36,0.6526910960753216,0.6222864105635042,-0.03040468551181741,95
RN,P1,P3,34,33,0.6526910960753216,0.5472670024357839,-0.10542409363953775,95
RN,P2,P3,36,33,0.6222864105635042,0.5472670024357839,-0.07501940812772034,95
UDI,P1,P2,30,31,0.6979330713105197,0.6762884240466983,-0.021644647263821426,95
UDI,P1,P3,30,30,0.6979330713105197,0.6528744499935238,-0.045058621316995895,95
UDI,P2,P3,31,30,0.6762884240466983,0.6528744499935238,-0.02341397405317447,95
COMUNES,P1,P2,2,1,-0.8920226065098622,-0.8719243003335487,0.020098306176313474,96
COMUNES,P1,P3,2,1,-0.8920226065098622,-0.8504968479418344,0.04152575856802776,96
COMUNES,P2,P3,1,1,-0.8719243003335487,-0.8504968479418344,0.021427452391714286,96
DC,P1,P2,15,14,-0.15341687206838797,-0.14654485307075152,0.006872018997636453,96
DC,P1,P3,15,14,-0.15341687206838797,-0.10113877352387113,0.05227809854451684,96
DC,P2,P3,14,14,-0.14654485307075152,-0.10113877352387113,0.04540607954688039,96
EVOP,P1,P2,6,6,0.7007483038530458,0.6453810593085721,-0.055367244544473615,96
EVOP,P1,P3,6,6,0.7007483038530458,0.6309264304596837,-0.0698218733933621,96
EVOP,P2,P3,6,6,0.6453810593085721,0.6309264304596837,-0.014454628848888484,96
FRVS,P1,P2,1,1,-0.7422264391779484,-0.6997779991414708,0.04244844003647763,96
FRVS,P1,P3,1,1,-0.7422264391779484,-0.643180079092835,0.09904636008511336,96
FRVS,P2,P3,1,1,-0.6997779991414708,-0.643180079092835,0.05659792004863573,96
IND,P1,P2,13,11,-0.5700875134023743,-0.5547352248885478,0.015352288513826529,96
IND,P1,P3,13,11,-0.5700875134023743,-0.6986178982026955,-0.1285303848003212,96
IND,P2,P3,11,11,-0.5547352248885478,-0.6986178982026955,-0.14388267331414772,96
LIBERAL,P1,P2,2,2,-0.7033817961564641,-0.6446924860311574,0.05868931012530676,96
LIBERAL,P1,P3,2,2,-0.7033817961564641,-0.566440072530748,0.1369417236257161,96
LIBERAL,P2,P3,2,2,-0.6446924860311574,-0.566440072530748,0.07825241350040935,96
PC,P1,P2,8,8,-0.8685166333962768,-0.8700829183060678,-0.0015662849097909382,96
PC,P1,P3,8,8,-0.8685166333962768,-0.8906877182561562,-0.022171084859879397,96
PC,P2,P3,8,8,-0.8700829183060678,-0.8906877182561562,-0.02060479995008846,96
PCS,P2,P3,2,1,-0.8390165516415629,-0.8550601380193055,-0.016043586377742614,96
PEV,P1,P2,1,1,-0.9065429995123936,-0.9167044466146768,-0.010161447102283172,96
PEV,P1,P3,1,1,-0.9065429995123936,-0.9302530427510551,-0.02371004323866155,96
PEV,P2,P3,1,1,-0.9167044466146768,-0.9302530427510551,-0.013548596136378377,96
PH,P1,P2,3,2,-0.923515050650109,-0.9343531103759803,-0.010838059725871374,96
PH,P1,P3,3,2,-0.923515050650109,-0.9502467512934427,-0.026731700643333745,96
PH,P2,P3,2,2,-0.9343531103759803,-0.9502467512934427,-0.01589364091746237,96
PPD,P1,P2,6,7,-0.6207166434655587,-0.6132677154425676,0.007448928022991019,96
PPD,P1,P3,6,7,-0.6207166434655587,-0.6548517010981355,-0.03413505763257685,96
PPD,P2,P3,7,7,-0.6132677154425676,-0.6548517010981355,-0.04158398565556787,96
PR,P1,P2,6,6,-0.36185192977338143,-0.30252397749069854,0.059327952282682894,96
PR,P1,P3,6,6,-0.36185192977338143,-0.20880661090273317,0.15304531887064826,96
PR,P2,P3,6,6,-0.30252397749069854,-0.20880661090273317,0.09371736658796537,96
PRI,P1,P2,1,1,-0.721865321083494,-0.7079762392889465,0.013889081794547509,96
PRI,P1,P3,1,1,-0.721865321083494,-0.6894574635628834,0.032407857520610595,96
PRI,P2,P3,1,1,-0.7079762392889465,-0.6894574635628834,0.018518775726063086,96
PRO,P2,P3,1,1,-0.8639607519010375,-0.8643557792862046,-0.00039502738516705715,96
PS,P1,P2,18,18,-0.6729444946483035,-0.6713550524231034,0.0015894422252000773,96
PS,P1,P3,18,18,-0.6729444946483035,-0.6613647827905432,0.0115797118577603,96
PS,P2,P3,18,18,-0.6713550524231034,-0.6613647827905432,0.009990269632560222,96
RD,P1,P2,8,10,-0.7738289611328375,-0.783776481589112,-0.00994752045627445,96
RD,P1,P3,8,10,-0.7738289611328375,-0.8080545281289736,-0.0342255669961361,96
RD,P2,P3,10,10,-0.783776481589112,-0.8080545281289736,-0.024278046539861653,96
RN,P1,P2,34,36,0.7025011356660271,0.6611442620228872,-0.04135687364313989,96
RN,P1,P3,34,33,0.7025011356660271,0.6013895718837747,-0.10111156378225239,96
RN,P2,P3,36,33,0.6611442620228872,0.6013895718837747,-0.0597546901391125,96
UDI,P1,P2,30,31,0.7207723992098762,0.6988050083334134,-0.021967390876462822,96
UDI,P1,P3,30,30,0.7207723992098762,0.6710819354578639,-0.04969046375201236,96
UDI,P2,P3,31,30,0.6988050083334134,0.6710819354578639,-0.027723072875549537,96
COMUNES,P1,P2,2,1,-0.9135287005727439,-0.8991758534626094,0.014352847110134515,97
COMUNES,P1,P3,2,1,-0.9135287005727439,-0.8458841291893785,0.06764457138336544,97
COMUNES,P2,P3,1,1,-0.8991758534626094,-0.8458841291893785,0.05329172427323092,97
DC,P1,P2,15,14,-0.17607752295946488,-0.16340879145531373,0.012668731504151154,97
DC,P1,P3,15,14,-0.17607752295946488,-0.16822721140590802,0.007850311553556866,97
DC,P2,P3,14,14,-0.16340879145531373,-0.16822721140590802,-0.004818419950594288,97
EVOP,P1,P2,6,6,0.6678116109303996,0.638853534436445,-0.028958076493954654,97
EVOP,P1,P3,6,6,0.6678116109303996,0.5952443339940487,-0.0725672769363509,97
EVOP,P2,P3,6,6,0.638853534436445,0.5952443339940487,-0.043609200442396245,97
FRVS,P1,P2,1,1,-0.7215790294611939,-0.6771109233297398,0.04446810613145413,97
FRVS,P1,P3,1,1,-0.7215790294611939,-0.6178201151544696,0.10375891430672435,97
FRVS,P2,P3,1,1,-0.6771109233297398,-0.6178201151544696,0.059290808175270215,97
IND,P1,P2,13,11,-0.6155121073561685,-0.5841576270412044,0.03135448031496402,97
IND,P1,P3,13,11,-0.6155121073561685,-0.7196184097222538,-0.10410630236608531,97
IND,P2,P3,11,11,-0.5841576270412044,-0.7196184097222538,-0.13546078268104933,97
LIBERAL,P1,P2,2,2,-0.6914987860101445,-0.6384882494063852,0.05301053660375932,97
LIBERAL,P1,P3,2,2,-0.6914987860101445,-0.5678075339347046,0.12369125207543985,97
LIBERAL,P2,P3,2,2,-0.6384882494063852,-0.5678075339347046,0.07068071547168053,97
PC,P1,P2,8,8,-0.8413997345875399,-0.8442798700725146,-0.0028801354849746774,97
PC,P1,P3,8,8,-0.8413997345875399,-0.8462436141743129,-0.0048438795867730144,97
PC,P2,P3,8,8,-0.8442798700725146,-0.8462436141743129,-0.001963744101798337,97
PCS,P2,P3,2,1,-0.8412302380052902,-0.8400813577552809,0.0011488802500092543,97
PEV,P1,P2,1,1,-0.9270868012375689,-0.9215362498653463,0.005550551372222601,97
PEV,P1,P3,1,1,-0.9270868012375689,-0.9141355147023835,0.012951286535185402,97
PEV,P2,P3,1,1,-0.9215362498653463,-0.9141355147023835,0.0074007351629628015,97
PH,P1,P2,3,2,-0.9349368367715791,-0.8937679182493218,0.04116891852225735,97
PH,P1,P3,3,2,-0.9349368367715791,-0.8776940723663976,0.0572427644051815,97
PH,P2,P3,2,2,-0.8937679182493218,-0.8776940723663976,0.016073845882924154,97
PPD,P1,P2,6,7,-0.6291435247524308,-0.6050205845887845,0.024122940163646356,97
PPD,P1,P3,6,7,-0.6291435247524308,-0.6644146761811481,-0.035271151428717284,97
PPD,P2,P3,7,7,-0.6050205845887845,-0.6644146761811481,-0.05939409159236364,97
PR,P1,P2,6,6,-0.3707092189662068,-0.311896640726061,0.058812578240145796,97
PR,P1,P3,6,6,-0.3707092189662068,-0.2325945388858841,0.13811468008032268,97
PR,P2,P3,6,6,-0.311896640726061,-0.2325945388858841,0.07930210184017689,97
PRI,P1,P2,1,1,-0.727138239943761,-0.7219173480197555,0.005220891924005544,97
PRI,P1,P3,1,1,-0.727138239943761,-0.7149561587877473,0.012182081156013713,97
PRI,P2,P3,1,1,-0.7219173480197555,-0.7149561587877473,0.006961189232008169,97
PRO,P2,P3,1,1,-0.8580279889193223,-0.8732293885702834,-0.015201399650961123,97
PS,P1,P2,18,18,-0.6452168590864136,-0.6476339473316273,-0.0024170882452136944,97
PS,P1,P3,18,18,-0.6452168590864136,-0.6500931559772445,-0.004876296890830911,97
PS,P2,P3,18,18,-0.6476339473316273,-0.6500931559772445,-0.002459208645617217,97
RD,P1,P2,8,10,-0.7632150209811353,-0.7562124274708433,0.007002593510291977,97
RD,P1,P3,8,10,-0.7632150209811353,-0.7478147523917393,0.015400268589395916,97
RD,P2,P3,10,10,-0.7562124274708433,-0.7478147523917393,0.008397675079103939,97
RN,P1,P2,34,36,0.6646209317862095,0.6315462081805306,-0.03307472360567887,97
RN,P1,P3,34,33,0.6646209317862095,0.5741983405294574,-0.09042259125675212,97
RN,P2,P3,36,33,0.6315462081805306,0.5741983405294574,-0.05734786765107325,97
UDI,P1,P2,30,31,0.6881631868905856,0.6775927921624731,-0.010570394728112498,97
UDI,P1,P3,30,30,0.6881631868905856,0.6766597793854263,-0.011503407505159324,97
UDI,P2,P3,31,30,0.6775927921624731,0.6766597793854263,-0.0009330127770468266,97
COMUNES,P1,P2,2,1,-0.8993241984366976,-0.9046605323333292,-0.005336333896631573,98
COMUNES,P1,P3,2,1,-0.8993241984366976,-0.8779754252272169,0.021348773209480698,98
COMUNES,P2,P3,1,1,-0.9046605323333292,-0.8779754252272169,0.02668510710611227,98
DC,P1,P2,15,14,-0.18830777902557227,-0.1713028571336126,0.01700492189195968,98
DC,P1,P3,15,14,-0.18830777902557227,-0.1503392288808944,0.03796855014467787,98
DC,P2,P3,14,14,-0.1713028571336126,-0.1503392288808944,0.02096362825271819,98
EVOP,P1,P2,6,6,0.6664261789109638,0.6322573868468613,-0.034168792064102504,98
EVOP,P1,P3,6,6,0.6664261789109638,0.5958549915882629,-0.07057118732270085,98
EVOP,P2,P3,6,6,0.6322573868468613,0.5958549915882629,-0.03640239525859834,98
FRVS,P1,P2,1,1,-0.7532805522059313,-0.72564928303858,0.027631269167351258,98
FRVS,P1,P3,1,1,-0.7532805522059313,-0.6888075908154453,0.06447296139048597,98
FRVS,P2,P3,1,1,-0.72564928303858,-0.6888075908154453,0.036841692223134714,98
IND,P1,P2,13,11,-0.5982307654551263,-0.5792854751994415,0.01894529025568481,98
IND,P1,P3,13,11,-0.5982307654551263,-0.7290424508065556,-0.13081168535142929,98
IND,P2,P3,11,11,-0.5792854751994415,-0.7290424508065556,-0.1497569756071141,98
LIBERAL,P1,P2,2,2,-0.6876568619564115,-0.6376651962570982,0.04999166569931335,98
LIBERAL,P1,P3,2,2,-0.6876568619564115,-0.5710096419913471,0.11664721996506444,98
LIBERAL,P2,P3,2,2,-0.6376651962570982,-0.5710096419913471,0.0666555542657511,98
PC,P1,P2,8,8,-0.8519142719186366,-0.8541672179715321,-0.002252946052895499,98
PC,P1,P3,8,8,-0.8519142719186366,-0.8625739971030462,-0.010659725184409607,98
PC,P2,P3,8,8,-0.8541672179715321,-0.8625739971030462,-0.008406779131514108,98
PCS,P2,P3,2,1,-0.8097795793737506,-0.767862468721566,0.04191711065218451,98
PEV,P1,P2,1,1,-0.9251248441064883,-0.9131639647249427,0.011960879381545664,98
PEV,P1,P3,1,1,-0.9251248441064883,-0.8972161255495475,0.02790871855694077,98
PEV,P2,P3,1,1,-0.9131639647249427,-0.8972161255495475,0.015947839175395107,98
PH,P1,P2,3,2,-0.9578152074810105,-0.9143441140769522,0.0434710934040583,98
PH,P1,P3,3,2,-0.9578152074810105,-0.8878268775036533,0.06998832997735716,98
PH,P2,P3,2,2,-0.9143441140769522,-0.8878268775036533,0.026517236573298852,98
PPD,P1,P2,6,7,-0.6280897747975898,-0.6091492424440528,0.018940532353536987,98
PPD,P1,P3,6,7,-0.6280897747975898,-0.7145555240217337,-0.08646574922414396,98
PPD,P2,P3,7,7,-0.6091492424440528,-0.7145555240217337,-0.10540628157768095,98
PR,P1,P2,6,6,-0.36280964808801197,-0.30875402065871294,0.054055627429299036,98
PR,P1,P3,6,6,-0.36280964808801197,-0.22610513378250036,0.13670451430551162,98
PR,P2,P3,6,6,-0.30875402065871294,-0.22610513378250036,0.08264888687621258,98
PRI,P1,P2,1,1,-0.7096095975241605,-0.7017864364196291,0.007823161104531406,98
PRI,P1,P3,1,1,-0.7096095975241605,-0.6913555549469212,0.018254042577239282,98
PRI,P2,P3,1,1,-0.7017864364196291,-0.6913555549469212,0.010430881472707876,98
PRO,P2,P3,1,1,-0.8476326046262015,-0.8827442533318861,-0.03511164870568462,98
PS,P1,P2,18,18,-0.6609393486306887,-0.6541297307677323,0.006809617862956419,98
PS,P1,P3,18,18,-0.6609393486306887,-0.6487699802893732,0.012169368341315545,98
PS,P2,P3,18,18,-0.6541297307677323,-0.6487699802893732,0.0053597504783591265,98
RD,P1,P2,8,10,-0.7784897010400808,-0.7790694117624617,-0.0005797107223809439,98
RD,P1,P3,8,10,-0.7784897010400808,-0.7608031719045865,0.01768652913549429,98
RD,P2,P3,10,10,-0.7790694117624617,-0.7608031719045865,0.018266239857875233,98
RN,P1,P2,34,36,0.6800794868718268,0.6289941894062141,-0.051085297465612745,98
RN,P1,P3,34,33,0.6800794868718268,0.5721425126882937,-0.1079369741835331,98
RN,P2,P3,36,33,0.6289941894062141,0.5721425126882937,-0.05685167671792035,98
UDI,P1,P2,30,31,0.7165809886585053,0.6614527531064401,-0.05512823555206514,98
UDI,P1,P3,30,30,0.7165809886585053,0.6349850489411988,-0.0815959397173065,98
UDI,P2,P3,31,30,0.6614527531064401,0.6349850489411988,-0.026467704165241357,98
COMUNES,P1,P2,2,1,-0.9010932473579856,-0.8596371752305573,0.0414560721274283,99
COMUNES,P1,P3,2,1,-0.9010932473579856,-0.7927577177342852,0.10833552962370041,99
COMUNES,P2,P3,1,1,-0.8596371752305573,-0.7927577177342852,0.06687945749627211,99
DC,P1,P2,15,14,-0.1888525913072851,-0.15503613028453178,0.03381646102275332,99
DC,P1,P3,15,14,-0.1888525913072851,-0.09784265554081512,0.09100993576646998,99
DC,P2,P3,14,14,-0.15503613028453178,-0.09784265554081512,0.057193474743716666,99
EVOP,P1,P2,6,6,0.6571123015019339,0.6896636121133289,0.032551310611395046,99
EVOP,P1,P3,6,6,0.6571123015019339,0.7098747743819713,0.052762472880037437,99
EVOP,P2,P3,6,6,0.6896636121133289,0.7098747743819713,0.02021116226864239,99
FRVS,P1,P2,1,1,-0.7196444137634495,-0.681319423376068,0.03832499038738146,99
FRVS,P1,P3,1,1,-0.7196444137634495,-0.6302194361928913,0.08942497757055812,99
FRVS,P2,P3,1,1,-0.681319423376068,-0.6302194361928913,0.051099987183176654,99
IND,P1,P2,13,11,-0.5910227826920443,-0.5504693029590133,0.04055347973303103,99
IND,P1,P3,13,11,-0.5910227826920443,-0.6310707112063332,-0.040047928514288844,99
IND,P2,P3,11,11,-0.5504693029590133,-0.6310707112063332,-0.08060140824731987,99
LIBERAL,P1,P2,2,2,-0.6806582438380208,-0.6230035669001146,0.05765467693790616,99
LIBERAL,P1,P3,2,2,-0.6806582438380208,-0.5461306643162407,0.13452757952178007,99
LIBERAL,P2,P3,2,2,-0.6230035669001146,-0.5461306643162407,0.07687290258387391,99
PC,P1,P2,8,8,-0.8565302372195434,-0.855929538230974,0.0006006989885694036,99
PC,P1,P3,8,8,-0.8565302372195434,-0.8555059910036686,0.0010242462158747134,99
PC,P2,P3,8,8,-0.855929538230974,-0.8555059910036686,0.0004235472273053098,99
PCS,P2,P3,2,1,-0.8195705607138973,-0.7868445905173063,0.03272597019659107,99
PEV,P1,P2,1,1,-0.9458933965511913,-0.9172609957690009,0.028632400782190426,99
PEV,P1,P3,1,1,-0.9458933965511913,-0.8790844613927465,0.06680893515844477,99
PEV,P2,P3,1,1,-0.9172609957690009,-0.8790844613927465,0.038176534376254345,99
PH,P1,P2,3,2,-0.9289836683820979,-0.902801492551865,0.026182175830232857,99
PH,P1,P3,3,2,-0.9289836683820979,-0.8709575539188685,0.05802611446322936,99
PH,P2,P3,2,2,-0.902801492551865,-0.8709575539188685,0.031843938632996505,99
PPD,P1,P2,6,7,-0.6167080648841107,-0.5902212678115784,0.02648679707253232,99
PPD,P1,P3,6,7,-0.6167080648841107,-0.6239923599834788,-0.007284295099368121,99
PPD,P2,P3,7,7,-0.5902212678115784,-0.6239923599834788,-0.03377109217190044,99
PR,P1,P2,6,6,-0.36579584629768025,-0.3056091914783673,0.06018665481931296,99
PR,P1,P3,6,6,-0.36579584629768025,-0.21149236024411683,0.15430348605356342,99
PR,P2,P3,6,6,-0.3056091914783673,-0.21149236024411683,0.09411683123425046,99
PRI,P1,P2,1,1,-0.7195800712323448,-0.7060412588048749,0.013538812427469904,99
PRI,P1,P3,1,1,-0.7195800712323448,-0.6879895089015813,0.031590562330763516,99
PRI,P2,P3,1,1,-0.7060412588048749,-0.6879895089015813,0.018051749903293612,99
PRO,P2,P3,1,1,-0.8457434305635176,-0.8272422288184044,0.01850120174511327,99
PS,P1,P2,18,18,-0.6547606039177891,-0.6456979724505052,0.009062631467283921,99
PS,P1,P3,18,18,-0.6547606039177891,-0.6305418762999617,0.024218727617827396,99
PS,P2,P3,18,18,-0.6456979724505052,-0.6305418762999617,0.015156096150543474,99
RD,P1,P2,8,10,-0.7589155034861642,-0.7415481188728191,0.017367384613345083,99
RD,P1,P3,8,10,-0.7589155034861642,-0.721120050968471,0.03779545251769323,99
RD,P2,P3,10,10,-0.7415481188728191,-0.721120050968471,0.020428067904348146,99
RN,P1,P2,34,36,0.6788623862779426,0.6802377573481898,0.001375371070247211,99
RN,P1,P3,34,33,0.6788623862779426,0.6558003960934021,-0.02306199018454047,99
RN,P2,P3,36,33,0.6802377573481898,0.6558003960934021,-0.02443736125478768,99
UDI,P1,P2,30,31,0.728407187088456,0.6916461281503241,-0.03676105893813186,99
UDI,P1,P3,30,30,0.728407187088456,0.7509852547953597,0.022578067706903737,99
UDI,P2,P3,31,30,0.6916461281503241,0.7509852547953597,0.0593391266450356,99
COMUNES,P1,P2,2,1,-0.8823467181847923,-0.8604264418759944,0.021920276308797892,100
COMUNES,P1,P3,2,1,-0.8823467181847923,-0.7902161382952045,0.09213057988958773,100
COMUNES,P2,P3,1,1,-0.8604264418759944,-0.7902161382952045,0.07021030358078983,100
DC,P1,P2,15,14,-0.1626952750092216,-0.15906237187671696,0.003632903132504639,100
DC,P1,P3,15,14,-0.1626952750092216,-0.12875916981023466,0.03393610519898693,100
DC,P2,P3,14,14,-0.15906237187671696,-0.12875916981023466,0.030303202066482293,100
EVOP,P1,P2,6,6,0.6521258893236699,0.6597119414845929,0.007586052160923007,100
EVOP,P1,P3,6,6,0.6521258893236699,0.649974296147952,-0.002151593175717892,100
EVOP,P2,P3,6,6,0.6597119414845929,0.649974296147952,-0.009737645336640899,100
FRVS,P1,P2,1,1,-0.7463618610927105,-0.6968458626303543,0.049515998462356214,100
FRVS,P1,P3,1,1,-0.7463618610927105,-0.6308245313472114,0.11553732974549913,100
FRVS,P2,P3,1,1,-0.6968458626303543,-0.6308245313472114,0.06602133128314291,100
IND,P1,P2,13,11,-0.5999866457316017,-0.5769130485974281,0.023073597134173562,100
IND,P1,P3,13,11,-0.5999866457316017,-0.7515766265244648,-0.15158998079286312,100
IND,P2,P3,11,11,-0.5769130485974281,-0.7515766265244648,-0.17466357792703668,100
LIBERAL,P1,P2,2,2,-0.6958684964487636,-0.6526147992275106,0.04325369722125294,100
LIBERAL,P1,P3,2,2,-0.6958684964487636,-0.5949432029325059,0.10092529351625767,100
LIBERAL,P2,P3,2,2,-0.6526147992275106,-0.5949432029325059,0.057671596295004735,100
PC,P1,P2,8,8,-0.8484425167156022,-0.8714321391577278,-0.022989622442125546,100
PC,P1,P3,8,8,-0.8484425167156022,-0.8910141809110259,-0.042571664195423686,100
PC,P2,P3,8,8,-0.8714321391577278,-0.8910141809110259,-0.01958204175329814,100
PCS,P2,P3,2,1,-0.8390951954264452,-0.8278108071481741,0.011284388278271051,100
PEV,P1,P2,1,1,-0.9426578186822118,-0.9279475100382015,0.01471030864401024,100
PEV,P1,P3,1,1,-0.9426578186822118,-0.9083337651795204,0.03432405350269141,100
PEV,P2,P3,1,1,-0.9279475100382015,-0.9083337651795204,0.01961374485868117,100
PH,P1,P2,3,2,-0.9329157488867278,-0.9281975935384343,0.004718155348293451,100
PH,P1,P3,3,2,-0.9329157488867278,-0.9390347128940546,-0.00611896400732681,100
PH,P2,P3,2,2,-0.9281975935384343,-0.9390347128940546,-0.010837119355620262,100
PPD,P1,P2,6,7,-0.6072041731262914,-0.6178549299374921,-0.010650756811200757,100
PPD,P1,P3,6,7,-0.6072041731262914,-0.6815845000452708,-0.07438032691897944,100
PPD,P2,P3,7,7,-0.6178549299374921,-0.6815845000452708,-0.06372957010777869,100
PR,P1,P2,6,6,-0.3661651835695577,-0.3089315172584722,0.05723366631108551,100
PR,P1,P3,6,6,-0.3661651835695577,-0.2279382374653885,0.1382269461041692,100
PR,P2,P3,6,6,-0.3089315172584722,-0.2279382374653885,0.08099327979308368,100
PRI,P1,P2,1,1,-0.723855072860107,-0.7088367611154681,0.015018311744638857,100
PRI,P1,P3,1,1,-0.723855072860107,-0.6888123454559505,0.03504272740415648,100
PRI,P2,P3,1,1,-0.7088367611154681,-0.6888123454559505,0.020024415659517625,100
PRO,P2,P3,1,1,-0.8580348723724809,-0.8690686358909959,-0.011033763518515038,100
PS,P1,P2,18,18,-0.6588598990873293,-0.6601512725135728,-0.001291373426243414,100
PS,P1,P3,18,18,-0.6588598990873293,-0.6487633613429584,0.010096537744370915,100
PS,P2,P3,18,18,-0.6601512725135728,-0.6487633613429584,0.011387911170614329,100
RD,P1,P2,8,10,-0.7563380786611722,-0.7706497266425045,-0.014311647981332332,100
RD,P1,P3,8,10,-0.7563380786611722,-0.7809591717998121,-0.024621093138639916,100
RD,P2,P3,10,10,-0.7706497266425045,-0.7809591717998121,-0.010309445157307584,100
RN,P1,P2,34,36,0.6570850421629616,0.6200522441504566,-0.03703279801250503,100
RN,P1,P3,34,33,0.6570850421629616,0.5826968768163477,-0.07438816534661385,100
RN,P2,P3,36,33,0.6200522441504566,0.5826968768163477,-0.037355367334108824,100
UDI,P1,P2,30,31,0.7066147321550948,0.6955196154563431,-0.011095116698751739,100
UDI,P1,P3,30,30,0.7066147321550948,0.6681500612188569,-0.038464670936237955,100
UDI,P2,P3,31,30,0.6955196154563431,0.6681500612188569,-0.027369554237486216,100
COMUNES,P1,P2,2,1,-0.8873836144026135,-0.8880444507886085,-0.0006608363859950117,101
COMUNES,P1,P3,2,1,-0.8873836144026135,-0.8572132880512049,0.030170326351408594,101
COMUNES,P2,P3,1,1,-0.8880444507886085,-0.8572132880512049,0.030831162737403606,101
DC,P1,P2,15,14,-0.16137163008489658,-0.15828172552096148,0.0030899045639350975,101
DC,P1,P3,15,14,-0.16137163008489658,-0.11028114293435236,0.05109048715054422,101
DC,P2,P3,14,14,-0.15828172552096148,-0.11028114293435236,0.04800058258660912,101
EVOP,P1,P2,6,6,0.7251901035935768,0.6758500884198924,-0.04934001517368447,101
EVOP,P1,P3,6,6,0.7251901035935768,0.6088253948971118,-0.11636470869646498,101
EVOP,P2,P3,6,6,0.6758500884198924,0.6088253948971118,-0.06702469352278051,101
FRVS,P1,P2,1,1,-0.7415591714526962,-0.6806727845739322,0.06088638687876402,101
FRVS,P1,P3,1,1,-0.7415591714526962,-0.5994909354022474,0.14206823605044883,101
FRVS,P2,P3,1,1,-0.6806727845739322,-0.5994909354022474,0.0811818491716848,101
IND,P1,P2,13,11,-0.5985603894235201,-0.5591131935562181,0.03944719586730194,101
IND,P1,P3,13,11,-0.5985603894235201,-0.7158096664096536,-0.11724927698613352,101
IND,P2,P3,11,11,-0.5591131935562181,-0.7158096664096536,-0.15669647285343546,101
LIBERAL,P1,P2,2,2,-0.6951160823025178,-0.6324262962435216,0.06268978605899611,101
LIBERAL,P1,P3,2,2,-0.6951160823025178,-0.5488399148315262,0.1462761674709916,101
LIBERAL,P2,P3,2,2,-0.6324262962435216,-0.5488399148315262,0.08358638141199548,101
PC,P1,P2,8,8,-0.841210671225894,-0.8361851050469566,0.005025566178937346,101
PC,P1,P3,8,8,-0.841210671225894,-0.8227712474853058,0.018439423740588157,101
PC,P2,P3,8,8,-0.8361851050469566,-0.8227712474853058,0.01341385756165081,101
PCS,P2,P3,2,1,-0.8011896091291859,-0.7278869462708741,0.07330266285831177,101
PEV,P1,P2,1,1,-0.9399958990188744,-0.9200189732522452,0.019976925766629128,101
PEV,P1,P3,1,1,-0.9399958990188744,-0.8933830722300724,0.046612826788801964,101
PEV,P2,P3,1,1,-0.9200189732522452,-0.8933830722300724,0.026635901022172837,101
